"Notes"	"Age"	"Age Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	756857
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	744211
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	759967
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	762994
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	738756
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	738917
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	734237
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	713438
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	732252
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	706544
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	692439
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	680091
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	666534
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	710230
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	707664
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	713911
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	749490
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	757226
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	781076
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	809990
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	865344
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	31647
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	33711
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	32697
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	32539
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	32014
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	32949
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	33791
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	35957
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	37974
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	38141
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	38976
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	39535
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	40250
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	41764
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	41635
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	41733
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	41864
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	42248
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	45656
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	42972
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	44394
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	46908
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	47790
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	51265
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	52739
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	53001
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	55633
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	57445
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	61340
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	61678
	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	"2020"	"2020"	65041
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	400866
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	416344
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	425363
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	440894
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	445546
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	450753
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	455739
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	469241
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	482437
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	517105
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	519105
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	516055
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	526091
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	535363
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	528686
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	539747
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	543370
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	535518
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	552533
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	540420
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	534149
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	529306
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	523812
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	559333
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	563816
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	571477
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	603999
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	615488
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	631416
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	655593
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	706420
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	56553
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	53528
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	60047
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	58163
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	57336
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	55257
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	55745
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	55826
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	57185
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	59273
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	60593
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	62674
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	63798
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	65041
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	68720
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	67711
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	67870
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	68226
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	67899
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	72466
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	68081
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	70193
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	73004
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	73563
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	78427
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	79844
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	79704
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	83471
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"2018"	"2018"	84314
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"2019"	"2019"	91475
	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	"2020"	"2020"	92588
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"1990"	"1990"	602959
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"1991"	"1991"	612247
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"1992"	"1992"	635730
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"1993"	"1993"	639965
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"1994"	"1994"	653669
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"1995"	"1995"	653730
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"1996"	"1996"	655141
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"1997"	"1997"	664037
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"1998"	"1998"	675117
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	687317
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	721815
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	725369
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	713648
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	729380
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	732270
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	709448
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	710681
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	706437
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	686704
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	705438
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	680851
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	667840
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	656826
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	643024
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	686381
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	682948
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	690031
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	724206
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	731671
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	755230
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	781515
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	31991
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	31656
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	33275
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	31779
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	31185
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	30347
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	30824
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	31159
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	32819
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	34273
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	34444
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	35879
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	36365
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	37011
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	38340
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	38242
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	38339
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	38479
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	38814
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	41940
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	39931
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	41740
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	44219
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	44946
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	48343
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	49740
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	50103
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	52544
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	54234
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	57966
	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	"2020"	"2020"	58096
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	356402
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	370228
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	384753
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	393421
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	407772
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	413101
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	418052
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	423141
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	436324
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	448902
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	480934
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	486935
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	484716
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	494814
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	503802
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	498315
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	509743
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	513644
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	506658
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	523365
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	511817
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	507374
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	503662
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	497847
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	532650
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	536167
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	544446
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	575316
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	586308
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	602106
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	623316
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	48503
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	49299
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	47781
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	54712
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	54167
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	54684
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	53799
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	55585
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	56759
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	59425
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	61038
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	57032
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	58821
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	59729
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	60725
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	64077
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	63018
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	63072
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	63270
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	62837
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	67162
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	65128
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	67258
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	69849
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	70570
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	75200
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	76721
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	76508
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"2018"	"2018"	80159
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"2019"	"2019"	80971
	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	"2020"	"2020"	87643
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"1990"	"1990"	550122
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"1991"	"1991"	565100
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"1992"	"1992"	576077
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"1993"	"1993"	600738
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"1994"	"1994"	606878
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"1995"	"1995"	623074
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"1996"	"1996"	625353
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"1997"	"1997"	629108
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"1998"	"1998"	640419
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	653960
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	673972
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	687831
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	690843
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	679721
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	694079
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	696853
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	675358
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	676331
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	671938
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	652860
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	671910
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	653966
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	642298
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	631067
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	618793
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	659612
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	657301
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	663915
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	696893
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	704585
	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	725614
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	26312
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	25506
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	26009
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	27959
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	27433
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	27666
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	27613
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	28682
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	29659
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	31939
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	33001
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	31406
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	32665
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	33101
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	33638
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	34860
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	34789
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	34911
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	35004
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	35313
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	38323
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	37356
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	39163
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	41389
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	42215
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	45376
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	46778
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	47091
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	49371
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	51007
	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	"2020"	"2020"	54325
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	313216
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	322759
